"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","104","Person","Dim","Thomas","männlich",1964,"FPÖ","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","105","Person","Dinhobl","Franz","männlich",1961,"ÖVP","Niederösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","106","Person","Disoski","Meri","weiblich",1982,"GRÜNE","Österreich","Nationalrat","ja","https://www.tiktok.com/@meri_disoski","ja","nein",2916,754,134,82700,"Sprecherin für Europa- & Außenpolitik, Frauen & Gleichstellung @Die Grünen","https://www.tiktok.com/@meri_disoski/video/7475090661578935574",252100,31400,1968,665,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7584909480077331734",132000,14700,320,932,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7246473866942418203",39200,6873,212,464,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7245021381665082651",34100,4930,335,269,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7462821095322782978",34400,3216,460,294,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7195601098529459462",22600,2689,57,119,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7483974780245363990",22400,1892,83,56,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7192351323851885830",3611,1305,171,433,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7254456647236554010",13600,1201,66,60,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@meri_disoski/video/7400442822018616608",9130,905,217,15,"Privat","nein","leger","nein","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","107","Person","Dolesch","Jürgen","männlich",1977,"SPÖ","Burgenland","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","108","Person","Dolesch","Wolfgang","männlich",1970,"SPÖ","Steiermark","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","109","Person","Dollinger","Karin","weiblich",1969,"SPÖ","Salzburg","Landtag","ja","https://www.tiktok.com/@karindollinger","ja","ja",434,965,2,118,"SPÖ-Landtags-Abg.Sbg: Frauen,Raumordnung,Land-/ForstWS,Natur-/Umwelt-/Tierschutz","https://www.tiktok.com/@karindollinger/video/7110551666465803526",1046,62,2,1,"Privat","ja","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@karindollinger/video/7113128655127121157",604,56,3,2,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","110","Person","Doppelbauer","Karin","weiblich",1975,"NEOS","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","111","Person","Dornauer","Georg","männlich",1983,"parteilos","Tirol","Landtag","ja","https://www.tiktok.com/@georg.dornauer","ja","ja",1465,1037,37,3954,"Vorsitzender der SPÖ Tirol . Landeshauptmann-Stellvertreter","https://www.tiktok.com/@georg.dornauer/video/7384781805481741601",16300,382,8,50,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7239786699113516314",16900,273,6,56,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7367324089331076385",17300,211,6,10,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7289902700639178016",14500,172,7,15,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7265706360254237984",13500,166,4,20,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7146114574901693701",8420,143,2,9,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7182895493150756102",4859,142,1,7,"Privat","nein","formal","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@georg.dornauer/video/7129041297209445637",5610,141,4,17,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7225209369137368347",5394,139,2,15,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@georg.dornauer/video/7133928043894131974",6024,133,4,8,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","112","Person","Dorner","Heinrich","männlich",1981,"SPÖ","Burgenland","Landesregierung","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","113","Person","Dorner","Dieter","männlich",1967,"FPÖ","Niederösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","114","Person","Doskozil","Hans Peter","männlich",1970,"SPÖ","Burgenland","Landesregierung","ja","https://www.tiktok.com/@teamdoskozil","ja","ja",1246,993,239,65900,"Austria | Burgenland","https://www.tiktok.com/@teamdoskozil/photo/7312175753322368289?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",456900,29100,3610,496,"Privat","ja","leger","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@teamdoskozil/video/7388151377735830816?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",31300,2606,10,454,"Privat","ja","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@teamdoskozil/video/7326961449291517217?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",41800,2406,85,134,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@teamdoskozil/video/7218572750275743003?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",71200,2149,13,1144,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","ja","https://www.tiktok.com/@teamdoskozil/video/7302115067393264929?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",69500,1806,428,65,"Privat","ja","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@teamdoskozil/video/7292086248796196128?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",11100,1704,36,51,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@teamdoskozil/photo/7324694519532817697?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",15100,1685,24,35,"Privat","ja","leger","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@teamdoskozil/video/7451585291896278294?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",53300,1385,53,172,"Privat","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@teamdoskozil/video/7286402096100936993?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",32600,1055,18,180,"Privat","ja","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@teamdoskozil/photo/7299192600928537888?is_from_webapp=1&sender_device=pc&web_id=7571410377348728342",33700,984,470,11,"Privat","ja","leger","nein","ja","nein","erkennbar","ja"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","115","Person","Doğan","Cenk","männlich",1992,"ÖVP","Vorarlberg","Landtag","nein",NA,"ja","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","116","Person","Drexler","Christopher","männlich",1971,"ÖVP","Steiermark","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","117","Person","Drobits","Christian","männlich",1968,"SPÖ","Burgenland","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","118","Person","Duzdar","Muna","weiblich",1978,"SPÖ","Österreich","Nationalrat","ja","https://www.tiktok.com/@muna.duzdar","ja","ja",1080,551,49,4723,"Politikerin | Anwältin | Feministin Für Frieden & Gerechtigkeit","https://www.tiktok.com/@muna.duzdar/video/7525744273011051798?is_from_webapp=1&sender_device=pc",9042,536,6,18,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7510677633001131286",7023,476,31,29,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7384813301546454305",7043,370,1,42,"Arbeit","ja","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7419612744250363169",4869,179,29,3,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7505090844530052374",9733,170,8,14,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7395928193695272224",7359,164,9,18,"Privat","ja","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7396964553029881121",6336,147,13,10,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7416293504785173792",3034,143,9,6,"Arbeit","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7413059546144394528",8345,125,10,21,"Privat","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@muna.duzdar/video/7558081921863994646",7741,121,42,11,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","119","Person","Däger-Gregori","Luise","weiblich",1959,"SPÖ","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","120","Person","Dörfel","Christian","männlich",1961,"ÖVP","Oberösterreich","Landesregierung","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","121","Person","Ebner","Franz","männlich",1979,"ÖVP","Österreich","Bundesrat","nein",NA,"ja","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","122","Person","Ecker","Georg","männlich",1986,"GRÜNE","Niederösterreich","Landtag","ja","https://www.tiktok.com/@georgecker","ja","ja",450,1028,11,396,NA,"https://www.tiktok.com/@georgecker/photo/7193025595914292486?lang=en-GB",2497,58,5,0,NA,NA,NA,"nein","ja",NA,"nicht erkennbar","ja","https://www.tiktok.com/@georgecker/photo/7339789600824642848?lang=en-GB",2194,55,1,0,"Privat","nein","formal","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@georgecker/video/7463788513561939222?lang=en-GB",2725,52,0,2,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7507579114300149014?lang=en-GB",902,43,2,3,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7554317963457989890?lang=en-GB",4490,34,92,10,"Privat","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7193377642400238853?lang=en-GB",918,31,2,2,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7192489815240232197?lang=en-GB",1132,32,2,0,"Privat","ja","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7463552108365761814?lang=en-GB",1071,23,0,0,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7194176812853824774?lang=en-GB",1197,24,2,1,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@georgecker/video/7334720139629284641?lang=en-GB",1077,21,1,1,"Arbeit","nein","formal","ja","ja","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","123","Person","Ecker","Georg","männlich",1960,"ÖVP","Oberösterreich","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","124","Person","Ecker","Rosa","weiblich",1969,"FPÖ","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
