"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","799","Partei",NA,NA,NA,NA,"SPÖ","Burgenland",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","800","Partei",NA,NA,NA,NA,"FPÖ","Burgenland",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","801","Partei",NA,NA,NA,NA,"NEOS","Kärnten",NA,"ja","https://www.tiktok.com/@neoskaernten","ja","ja",28,21,4,65,"Mut steht dir - Pink aber auch Jetzt Mitglied werden","https://www.tiktok.com/@neoskaernten/video/7566377275495599363",347,11,0,3,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@neoskaernten/video/7566740281521868054",333,7,0,0,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neoskaernten/video/7566362588850769174",295,7,0,0,"Privat","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@neoskaernten/photo/7566326423300934934?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",296,2,1,0,NA,"nein",NA,"ja","ja","nein","erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","802","Partei",NA,NA,NA,NA,"SPÖ","Kärnten",NA,"ja","https://www.tiktok.com/@spoektn","ja","ja",1224,1020,77,9922,"Wir sind immer an der Seite der Menschen! Seit Jahren! SPÖ Kärnten! ️","https://www.tiktok.com/@spoektn/video/7195575418064243973?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",65600,1397,89,572,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7196016835861449989?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",12000,1118,10,65,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7410472412606778657?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",67300,910,843,304,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@spoektn/video/7195575854024396038?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",46600,813,38,24,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7196249026826603782?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",12300,778,24,26,NA,"nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7195661518648708357?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",11600,294,10,7,"Privat","nein","leger","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7247221747076959514?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",3172,125,23,4,"Privat","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7197885298880138501?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",10500,122,92,25,"Privat","nein","leger","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7198770226643897605?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",4680,114,50,51,"Privat","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoektn/video/7470837892399615254?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",5900,105,88,5,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","803","Partei",NA,NA,NA,NA,"ÖVP","Kärnten",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","804","Partei",NA,NA,NA,NA,"FPÖ","Kärnten",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","805","Partei",NA,NA,NA,NA,"GRÜNE","Kärnten",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","806","Partei",NA,NA,NA,NA,"GRÜNE","Niederösterreich",NA,"ja","https://www.tiktok.com/@diegruenennoe","ja","ja",1430,1283,199,43700,"Hallooo wir sind die Grünen in Niederösterreich und haben Spaß auf Tiktok ️; noe.gruene.at","https://www.tiktok.com/@diegruenennoe/video/7149293455338933509",319200,32100,398,2951,"Privat","nein",NA,"nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7470888753352002838",25700,2428,97,641,"Privat","nein",NA,"nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7515370179950382358",6091,203,91,9,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7499022466392591638",8038,186,7,5,"Privat","nein",NA,"nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@diegruenennoe/video/7503537436899806486",8521,174,23,24,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7504294035343887638",13600,151,6,66,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7460127595795877142",8281,150,344,7,"Privat","nein","leger","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7122549300957105414",9744,148,16,3,"Privat","nein",NA,"nein","nein","nein","erkennbar","ja","https://www.tiktok.com/@diegruenennoe/video/7128652867543600390",2472,147,9,4,"Privat","nein","leger",NA,"ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenennoe/video/7112751895105654022",6805,142,26,18,"Privat","ja","leger","ja","ja","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","807","Partei",NA,NA,NA,NA,"SPÖ","Niederösterreich",NA,"ja","https://www.tiktok.com/@spoe_niederoesterreich","ja","ja",1747,1404,41,34800,"Offizieller Kanal der Sozialdemokratischen Partei Niederösterreichs.","https://www.tiktok.com/@spoe_niederoesterreich/video/7057421029123083526",179000,12900,16,417,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7058160399195147525",85600,9257,19,115,"Arbeit","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7061908551157042437",28400,2265,122,73,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7055577111028960518",66300,1918,253,95,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7088294335724276998",17600,706,58,10,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7056753614710181125",18600,676,70,23,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7052980204372806917",11900,650,37,25,"Arbeit","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@spoe_niederoesterreich/video/7156564725759823109",11300,617,17,19,"Arbeit","ja","leger","nein","nein","nein","erkennbar","ja","https://www.tiktok.com/@spoe_niederoesterreich/video/7187007103175904517",7103,569,32,31,"Arbeit","ja","leger","ja","ja","nein","erkennbar","ja","https://www.tiktok.com/@spoe_niederoesterreich/video/7067897942006304005",13600,484,42,9,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","808","Partei",NA,NA,NA,NA,"NEOS","Niederösterreich",NA,"ja","https://www.tiktok.com/@neos.noe","ja","ja",594,1083,188,6643,"️ Die Zukunftsmacher:innen in NÖ - schreibe uns!","https://www.tiktok.com/@neos.noe/video/7191828430219005189",6153,337,56,47,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7172949761174015238",10800,231,10,19,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7237909251065203994",2953,169,13,7,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7312377271078227233",3532,118,4,5,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7552857635922529558",1402,99,0,2,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7479326184526941462",1394,99,2,2,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7184020599264627974",2520,87,8,6,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7409189687744564513",882,84,2,2,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7409193591920217376",1088,83,4,4,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos.noe/video/7408864488335625505",1645,80,13,3,"Privat","nein","leger","nein","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","809","Partei",NA,NA,NA,NA,"FPÖ","Niederösterreich",NA,"nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","810","Partei",NA,NA,NA,NA,"ÖVP","Niederösterreich",NA,"nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","811","Partei",NA,NA,NA,NA,"SPÖ","Oberösterreich",NA,"ja","https://www.tiktok.com/@spoe_oberoesterreich","ja","ja",1367,991,191,20800,"Wir sind die SPÖ Oberösterreich! ️","https://www.tiktok.com/@spoe_oberoesterreich/video/7283940344541007136",58300,2934,311,182,"Privat","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7311752905139309857",51100,2388,64,47,"Arbeit","ja","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7283851560411516193",73000,2033,227,113,"Privat","ja","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7540341087689379094",15100,558,27,74,"Arbeit","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7315020515784150304",4605,548,12,7,"Arbeit","ja","leger","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@spoe_oberoesterreich/video/7314627553636011296",6968,494,17,8,"Arbeit","ja","leger","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@spoe_oberoesterreich/video/7312076260971269409",10100,431,32,6,"Arbeit","ja","leger","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@spoe_oberoesterreich/video/7262251794032626976",4129,290,27,9,"Privat","nein",NA,"nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7270074972964474145",19300,273,30,16,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@spoe_oberoesterreich/video/7275760156015627553",3411,236,70,13,"Privat","nein","leger","nein","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","812","Partei",NA,NA,NA,NA,"FPÖ","Oberösterreich",NA,"ja","https://www.tiktok.com/@fpoe_ooe","ja","ja",29000,1230,333,536700,"Offizieller TikTok-Account der FPÖ OÖ","https://www.tiktok.com/@fpoe_ooe/video/7129575947493313798",892100,22500,2136,4684,NA,NA,NA,"nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7155746325647117573",1500000,21800,6801,10500,NA,NA,NA,"nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7165589916548697350",413700,21600,1085,5988,"Privat","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7139578773632175366",682400,18700,1428,1732,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7281314533925293345",351800,18400,675,1361,NA,NA,NA,"nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7171147681706921221",483200,15800,413,670,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7136645296288697606",439700,13400,436,1572,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7144440695258909958",283100,12600,407,923,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7149800127157357829",318700,11100,427,707,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@fpoe_ooe/video/7193033920793939205",262400,10600,350,1682,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","813","Partei",NA,NA,NA,NA,"GRÜNE","Oberösterreich",NA,"ja","https://www.tiktok.com/@diegruenenooe","ja","ja",758,664,11,2369,"Fürs Klima, gegen Rechts","https://www.tiktok.com/@diegruenenooe/video/7520297398611053846",11600,468,92,11,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/video/7360702728839892256",6401,439,2,7,"Arbeit","ja","formal","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@diegruenenooe/video/7355482935509749025",2636,256,3,4,NA,NA,NA,"nein","nein","nein","erkennbar","ja","https://www.tiktok.com/@diegruenenooe/video/7533528107853024534",10900,170,96,15,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/video/7327689374315990305",1526,95,2,4,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/video/7335846751749917984",5746,84,13,1,"Privat","ja","formal","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@diegruenenooe/video/7550734191810465046",1309,72,12,0,"Arbeit","ja","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/photo/7388631432828128544",2420,64,3,5,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/video/7545422473450294550",759,58,3,7,"Arbeit","ja","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@diegruenenooe/video/7560008642724941078",641,43,2,0,"Arbeit","nein","leger","nein","nein","nein","erkennbar","ja"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","814","Partei",NA,NA,NA,NA,"ÖVP","Oberösterreich",NA,"ja","https://www.tiktok.com/@ooevp","nein","ja",612,181,29,1751,"Oberösterreich-Liebe OÖVP www.ooevp.at","https://www.tiktok.com/@ooevp/video/7534753258175204641",7859,383,100,29,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7575498942780116257",12700,238,47,26,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7546264524999904544",4517,131,14,15,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7556221937219833120",4897,105,35,4,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7545862546167778592",1939,68,6,11,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7526984017351150881",1462,67,8,6,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7521734240686394656",1368,53,1,1,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7507594550446263585",1705,53,10,5,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7506929714179738902",1570,46,14,6,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@ooevp/video/7512511180288707872",740,44,5,2,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","815","Partei",NA,NA,NA,NA,"NEOS","Oberösterreich",NA,"ja","https://www.tiktok.com/@neos_ooe","ja","ja",129,418,31,918,"Reformkraft oida","https://www.tiktok.com/@neos_ooe/video/7481337702349131030?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",9206,166,19,30,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7425627162549456161?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",20100,165,156,109,"Privat","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7486416149551353110?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",13700,84,18,3,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7428609504335498529?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",7867,43,0,2,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7418994809492213025?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",1025,43,5,16,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@neos_ooe/video/7516832611617017110?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",1112,38,3,0,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7520230401286196502?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",539,33,3,0,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7544858778202541334?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",775,32,3,1,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7471189851434454294?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",560,31,1,2,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_ooe/video/7502057358353435927?is_from_webapp=1&sender_device=pc&web_id=7560437013087569430",1586,28,10,2,"Privat","nein","leger","nein","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","816","Partei",NA,NA,NA,NA,"NEOS","Salzburg",NA,"ja","https://www.tiktok.com/@neos_salzburg","ja","ja",93,971,18,653,NA,"https://www.tiktok.com/@neos_salzburg/video/7221626026273557786",2169,107,7,10,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7223659214340771099",2912,94,15,27,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7220706559637081371",467,51,1,3,"Privat","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7221110451441093914",1218,49,5,1,"Privat","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7216418153184726299",1453,49,0,7,"Privat","nein","leger","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7224576455454231834",867,44,0,15,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7225183986996284698",1175,43,4,7,"Arbeit","ja","leger","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7216043274988014854",650,34,8,42,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@neos_salzburg/video/7223303595272310042",748,28,3,0,"Privat","nein","formal","ja","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@neos_salzburg/video/7224041589092453658",810,27,17,7,"Privat","nein","formal","ja","nein","nein","erkennbar","nein"
